"Province.State","Country.Region","Date","ConfirmedCases"
"West Virginia","US",2020-03-02,0
"Wisconsin","US",2020-03-02,0
"Wyoming","US",2020-03-02,0
"Diamond Princess","US",2020-03-02,0
"Grand Princess","US",2020-03-02,0
"American Samoa","US",2020-03-03,0
"Guam","US",2020-03-03,0
"Northern Mariana Islands","US",2020-03-03,0
"Puerto Rico","US",2020-03-03,0
"Virgin Islands","US",2020-03-03,0
"Alabama","US",2020-03-03,0
"Alaska","US",2020-03-03,0
"Arizona","US",2020-03-03,1
"Arkansas","US",2020-03-03,0
"California","US",2020-03-03,25
"Colorado","US",2020-03-03,0
"Connecticut","US",2020-03-03,0
"Delaware","US",2020-03-03,0
"District of Columbia","US",2020-03-03,0
"Florida","US",2020-03-03,2
"Georgia","US",2020-03-03,2
"Hawaii","US",2020-03-03,0
"Idaho","US",2020-03-03,0
"Illinois","US",2020-03-03,4
"Indiana","US",2020-03-03,0
"Iowa","US",2020-03-03,0
"Kansas","US",2020-03-03,0
"Kentucky","US",2020-03-03,0
"Louisiana","US",2020-03-03,0
"Maine","US",2020-03-03,0
"Maryland","US",2020-03-03,0
"Massachusetts","US",2020-03-03,2
"Michigan","US",2020-03-03,0
"Minnesota","US",2020-03-03,0
"Mississippi","US",2020-03-03,0
"Missouri","US",2020-03-03,0
"Montana","US",2020-03-03,0
"Nebraska","US",2020-03-03,0
"Nevada","US",2020-03-03,0
"New Hampshire","US",2020-03-03,2
"New Jersey","US",2020-03-03,0
"New Mexico","US",2020-03-03,0
"New York","US",2020-03-03,2
"North Carolina","US",2020-03-03,1
"North Dakota","US",2020-03-03,0
"Ohio","US",2020-03-03,0
"Oklahoma","US",2020-03-03,0
"Oregon","US",2020-03-03,3
"Pennsylvania","US",2020-03-03,0
"Rhode Island","US",2020-03-03,2
"South Carolina","US",2020-03-03,0
"South Dakota","US",2020-03-03,0
"Tennessee","US",2020-03-03,0
"Texas","US",2020-03-03,0
"Utah","US",2020-03-03,0
"Vermont","US",2020-03-03,0
"Virginia","US",2020-03-03,0
"Washington","US",2020-03-03,27
"West Virginia","US",2020-03-03,0
"Wisconsin","US",2020-03-03,0
"Wyoming","US",2020-03-03,0
"Diamond Princess","US",2020-03-03,0
"Grand Princess","US",2020-03-03,0
"American Samoa","US",2020-03-04,0
"Guam","US",2020-03-04,0
"Northern Mariana Islands","US",2020-03-04,0
"Puerto Rico","US",2020-03-04,0
"Virgin Islands","US",2020-03-04,0
"Alabama","US",2020-03-04,0
"Alaska","US",2020-03-04,0
"Arizona","US",2020-03-04,1
"Arkansas","US",2020-03-04,0
"California","US",2020-03-04,35
"Colorado","US",2020-03-04,0
"Connecticut","US",2020-03-04,0
"Delaware","US",2020-03-04,0
"District of Columbia","US",2020-03-04,0
"Florida","US",2020-03-04,2
"Georgia","US",2020-03-04,2
"Hawaii","US",2020-03-04,0
"Idaho","US",2020-03-04,0
"Illinois","US",2020-03-04,4
"Indiana","US",2020-03-04,0
"Iowa","US",2020-03-04,0
"Kansas","US",2020-03-04,0
"Kentucky","US",2020-03-04,0
"Louisiana","US",2020-03-04,0
"Maine","US",2020-03-04,0
"Maryland","US",2020-03-04,0
"Massachusetts","US",2020-03-04,2
"Michigan","US",2020-03-04,0
"Minnesota","US",2020-03-04,0
"Mississippi","US",2020-03-04,0
"Missouri","US",2020-03-04,0
"Montana","US",2020-03-04,0
"Nebraska","US",2020-03-04,0
"Nevada","US",2020-03-04,0
"New Hampshire","US",2020-03-04,2
"New Jersey","US",2020-03-04,0
"New Mexico","US",2020-03-04,0
"New York","US",2020-03-04,11
"North Carolina","US",2020-03-04,1
"North Dakota","US",2020-03-04,0
"Ohio","US",2020-03-04,0
"Oklahoma","US",2020-03-04,0
"Oregon","US",2020-03-04,3
"Pennsylvania","US",2020-03-04,0
"Rhode Island","US",2020-03-04,2
"South Carolina","US",2020-03-04,0
"South Dakota","US",2020-03-04,0
"Tennessee","US",2020-03-04,0
"Texas","US",2020-03-04,0
"Utah","US",2020-03-04,0
"Vermont","US",2020-03-04,0
"Virginia","US",2020-03-04,0
"Washington","US",2020-03-04,39
"West Virginia","US",2020-03-04,0
"Wisconsin","US",2020-03-04,0
"Wyoming","US",2020-03-04,0
"Diamond Princess","US",2020-03-04,0
"Grand Princess","US",2020-03-04,0
"American Samoa","US",2020-03-05,0
"Guam","US",2020-03-05,0
"Northern Mariana Islands","US",2020-03-05,0
"Puerto Rico","US",2020-03-05,0
"Virgin Islands","US",2020-03-05,0
"Alabama","US",2020-03-05,0
"Alaska","US",2020-03-05,0
"Arizona","US",2020-03-05,1
"Arkansas","US",2020-03-05,0
"California","US",2020-03-05,51
"Colorado","US",2020-03-05,0
"Connecticut","US",2020-03-05,0
"Delaware","US",2020-03-05,0
"District of Columbia","US",2020-03-05,0
"Florida","US",2020-03-05,3
"Georgia","US",2020-03-05,2
"Hawaii","US",2020-03-05,0
"Idaho","US",2020-03-05,0
"Illinois","US",2020-03-05,5
"Indiana","US",2020-03-05,0
"Iowa","US",2020-03-05,0
"Kansas","US",2020-03-05,0
"Kentucky","US",2020-03-05,0
"Louisiana","US",2020-03-05,0
"Maine","US",2020-03-05,0
"Maryland","US",2020-03-05,0
"Massachusetts","US",2020-03-05,2
"Michigan","US",2020-03-05,0
"Minnesota","US",2020-03-05,0
"Mississippi","US",2020-03-05,0
"Missouri","US",2020-03-05,0
"Montana","US",2020-03-05,0
"Nebraska","US",2020-03-05,0
"Nevada","US",2020-03-05,1
"New Hampshire","US",2020-03-05,2
"New Jersey","US",2020-03-05,2
"New Mexico","US",2020-03-05,0
"New York","US",2020-03-05,23
"North Carolina","US",2020-03-05,1
"North Dakota","US",2020-03-05,0
"Ohio","US",2020-03-05,0
"Oklahoma","US",2020-03-05,0
"Oregon","US",2020-03-05,3
"Pennsylvania","US",2020-03-05,0
"Rhode Island","US",2020-03-05,2
"South Carolina","US",2020-03-05,0
"South Dakota","US",2020-03-05,0
"Tennessee","US",2020-03-05,1
"Texas","US",2020-03-05,3
"Utah","US",2020-03-05,0
"Vermont","US",2020-03-05,0
"Virginia","US",2020-03-05,0
"Washington","US",2020-03-05,70
"West Virginia","US",2020-03-05,0
"Wisconsin","US",2020-03-05,0
"Wyoming","US",2020-03-05,0
"Diamond Princess","US",2020-03-05,0
"Grand Princess","US",2020-03-05,0
"American Samoa","US",2020-03-06,0
"Guam","US",2020-03-06,0
"Northern Mariana Islands","US",2020-03-06,0
"Puerto Rico","US",2020-03-06,0
"Virgin Islands","US",2020-03-06,0
"Alabama","US",2020-03-06,0
"Alaska","US",2020-03-06,0
"Arizona","US",2020-03-06,2
"Arkansas","US",2020-03-06,0
"California","US",2020-03-06,59
"Colorado","US",2020-03-06,3
"Connecticut","US",2020-03-06,0
"Delaware","US",2020-03-06,0
"District of Columbia","US",2020-03-06,0
"Florida","US",2020-03-06,3
"Georgia","US",2020-03-06,3
"Hawaii","US",2020-03-06,0
"Idaho","US",2020-03-06,0
"Illinois","US",2020-03-06,5
"Indiana","US",2020-03-06,1
"Iowa","US",2020-03-06,0
"Kansas","US",2020-03-06,0
"Kentucky","US",2020-03-06,1
"Louisiana","US",2020-03-06,0
"Maine","US",2020-03-06,0
"Maryland","US",2020-03-06,3
"Massachusetts","US",2020-03-06,6
"Michigan","US",2020-03-06,0
"Minnesota","US",2020-03-06,1
"Mississippi","US",2020-03-06,0
"Missouri","US",2020-03-06,0
"Montana","US",2020-03-06,0
"Nebraska","US",2020-03-06,1
"Nevada","US",2020-03-06,2
"New Hampshire","US",2020-03-06,2
"New Jersey","US",2020-03-06,2
"New Mexico","US",2020-03-06,0
"New York","US",2020-03-06,31
"North Carolina","US",2020-03-06,2
"North Dakota","US",2020-03-06,0
"Ohio","US",2020-03-06,0
"Oklahoma","US",2020-03-06,0
"Oregon","US",2020-03-06,3
"Pennsylvania","US",2020-03-06,2
"Rhode Island","US",2020-03-06,2
"South Carolina","US",2020-03-06,0
"South Dakota","US",2020-03-06,0
"Tennessee","US",2020-03-06,1
"Texas","US",2020-03-06,4
"Utah","US",2020-03-06,0
"Vermont","US",2020-03-06,0
"Virginia","US",2020-03-06,0
"Washington","US",2020-03-06,78
"West Virginia","US",2020-03-06,0
"Wisconsin","US",2020-03-06,0
"Wyoming","US",2020-03-06,0
"Diamond Princess","US",2020-03-06,0
"Grand Princess","US",2020-03-06,0
"American Samoa","US",2020-03-07,0
"Guam","US",2020-03-07,0
"Northern Mariana Islands","US",2020-03-07,0
"Puerto Rico","US",2020-03-07,0
"Virgin Islands","US",2020-03-07,0
"Alabama","US",2020-03-07,0
"Alaska","US",2020-03-07,0
"Arizona","US",2020-03-07,4
"Arkansas","US",2020-03-07,0
"California","US",2020-03-07,81
"Colorado","US",2020-03-07,7
"Connecticut","US",2020-03-07,0
"Delaware","US",2020-03-07,0
"District of Columbia","US",2020-03-07,0
"Florida","US",2020-03-07,7
"Georgia","US",2020-03-07,5
"Hawaii","US",2020-03-07,1
"Idaho","US",2020-03-07,0
"Illinois","US",2020-03-07,6
"Indiana","US",2020-03-07,1
"Iowa","US",2020-03-07,0
"Kansas","US",2020-03-07,0
"Kentucky","US",2020-03-07,1
"Louisiana","US",2020-03-07,0
"Maine","US",2020-03-07,0
"Maryland","US",2020-03-07,3
"Massachusetts","US",2020-03-07,6
"Michigan","US",2020-03-07,0
"Minnesota","US",2020-03-07,1
"Mississippi","US",2020-03-07,0
"Missouri","US",2020-03-07,0
"Montana","US",2020-03-07,0
"Nebraska","US",2020-03-07,1
"Nevada","US",2020-03-07,2
"New Hampshire","US",2020-03-07,2
"New Jersey","US",2020-03-07,4
"New Mexico","US",2020-03-07,0
"New York","US",2020-03-07,76
"North Carolina","US",2020-03-07,2
"North Dakota","US",2020-03-07,0
"Ohio","US",2020-03-07,0
"Oklahoma","US",2020-03-07,1
"Oregon","US",2020-03-07,6
"Pennsylvania","US",2020-03-07,2
"Rhode Island","US",2020-03-07,3
"South Carolina","US",2020-03-07,2
"South Dakota","US",2020-03-07,0
"Tennessee","US",2020-03-07,1
"Texas","US",2020-03-07,8
"Utah","US",2020-03-07,1
"Vermont","US",2020-03-07,0
"Virginia","US",2020-03-07,0
"Washington","US",2020-03-07,102
"West Virginia","US",2020-03-07,0
"Wisconsin","US",2020-03-07,0
"Wyoming","US",2020-03-07,0
"Diamond Princess","US",2020-03-07,0
"Grand Princess","US",2020-03-07,0
"American Samoa","US",2020-03-08,0
"Guam","US",2020-03-08,0
"Northern Mariana Islands","US",2020-03-08,0
"Puerto Rico","US",2020-03-08,0
"Virgin Islands","US",2020-03-08,0
"Alabama","US",2020-03-08,0
"Alaska","US",2020-03-08,0
"Arizona","US",2020-03-08,4
"Arkansas","US",2020-03-08,0
"California","US",2020-03-08,95
"Colorado","US",2020-03-08,7
"Connecticut","US",2020-03-08,0
"Delaware","US",2020-03-08,0
"District of Columbia","US",2020-03-08,0
"Florida","US",2020-03-08,10
"Georgia","US",2020-03-08,5
"Hawaii","US",2020-03-08,1
"Idaho","US",2020-03-08,0
"Illinois","US",2020-03-08,7
"Indiana","US",2020-03-08,2
"Iowa","US",2020-03-08,0
"Kansas","US",2020-03-08,1
"Kentucky","US",2020-03-08,1
"Louisiana","US",2020-03-08,0
"Maine","US",2020-03-08,0
"Maryland","US",2020-03-08,5
"Massachusetts","US",2020-03-08,22
"Michigan","US",2020-03-08,0
"Minnesota","US",2020-03-08,1
"Mississippi","US",2020-03-08,0
"Missouri","US",2020-03-08,1
"Montana","US",2020-03-08,0
"Nebraska","US",2020-03-08,1
"Nevada","US",2020-03-08,4
"New Hampshire","US",2020-03-08,4
"New Jersey","US",2020-03-08,5
"New Mexico","US",2020-03-08,0
"New York","US",2020-03-08,106
"North Carolina","US",2020-03-08,2
"North Dakota","US",2020-03-08,0
"Ohio","US",2020-03-08,0
"Oklahoma","US",2020-03-08,1
"Oregon","US",2020-03-08,14
"Pennsylvania","US",2020-03-08,6
"Rhode Island","US",2020-03-08,3
"South Carolina","US",2020-03-08,2
"South Dakota","US",2020-03-08,0
"Tennessee","US",2020-03-08,3
"Texas","US",2020-03-08,11
"Utah","US",2020-03-08,1
"Vermont","US",2020-03-08,1
"Virginia","US",2020-03-08,2
"Washington","US",2020-03-08,122
"West Virginia","US",2020-03-08,0
"Wisconsin","US",2020-03-08,0
"Wyoming","US",2020-03-08,0
"Diamond Princess","US",2020-03-08,0
"Grand Princess","US",2020-03-08,0
"American Samoa","US",2020-03-09,0
"Guam","US",2020-03-09,0
"Northern Mariana Islands","US",2020-03-09,0
"Puerto Rico","US",2020-03-09,0
"Virgin Islands","US",2020-03-09,0
"Alabama","US",2020-03-09,0
"Alaska","US",2020-03-09,0
"Arizona","US",2020-03-09,4
"Arkansas","US",2020-03-09,0
"California","US",2020-03-09,101
"Colorado","US",2020-03-09,7
"Connecticut","US",2020-03-09,0
"Delaware","US",2020-03-09,0
"District of Columbia","US",2020-03-09,0
"Florida","US",2020-03-09,13
"Georgia","US",2020-03-09,10
"Hawaii","US",2020-03-09,1
"Idaho","US",2020-03-09,0
"Illinois","US",2020-03-09,7
"Indiana","US",2020-03-09,3
"Iowa","US",2020-03-09,3
"Kansas","US",2020-03-09,1
"Kentucky","US",2020-03-09,4
"Louisiana","US",2020-03-09,0
"Maine","US",2020-03-09,0
"Maryland","US",2020-03-09,5
"Massachusetts","US",2020-03-09,22
"Michigan","US",2020-03-09,0
"Minnesota","US",2020-03-09,2
"Mississippi","US",2020-03-09,0
"Missouri","US",2020-03-09,1
"Montana","US",2020-03-09,0
"Nebraska","US",2020-03-09,3
"Nevada","US",2020-03-09,4
"New Hampshire","US",2020-03-09,4
"New Jersey","US",2020-03-09,5
"New Mexico","US",2020-03-09,0
"New York","US",2020-03-09,142
"North Carolina","US",2020-03-09,2
"North Dakota","US",2020-03-09,0
"Ohio","US",2020-03-09,0
"Oklahoma","US",2020-03-09,1
"Oregon","US",2020-03-09,14
"Pennsylvania","US",2020-03-09,7
"Rhode Island","US",2020-03-09,3
"South Carolina","US",2020-03-09,3
"South Dakota","US",2020-03-09,0
"Tennessee","US",2020-03-09,3
"Texas","US",2020-03-09,13
"Utah","US",2020-03-09,1
"Vermont","US",2020-03-09,1
"Virginia","US",2020-03-09,2
"Washington","US",2020-03-09,122
"West Virginia","US",2020-03-09,0
"Wisconsin","US",2020-03-09,0
"Wyoming","US",2020-03-09,0
"Diamond Princess","US",2020-03-09,0
"Grand Princess","US",2020-03-09,0
"American Samoa","US",2020-03-10,0
"Guam","US",2020-03-10,0
"Northern Mariana Islands","US",2020-03-10,0
"Puerto Rico","US",2020-03-10,0
"Virgin Islands","US",2020-03-10,0
"Alabama","US",2020-03-10,0
"Alaska","US",2020-03-10,0
"Arizona","US",2020-03-10,6
"Arkansas","US",2020-03-10,0
"California","US",2020-03-10,144
"Colorado","US",2020-03-10,14
"Connecticut","US",2020-03-10,1
"Delaware","US",2020-03-10,0
"District of Columbia","US",2020-03-10,0
"Florida","US",2020-03-10,15
"Georgia","US",2020-03-10,17
"Hawaii","US",2020-03-10,3
"Idaho","US",2020-03-10,0
"Illinois","US",2020-03-10,12
"Indiana","US",2020-03-10,6
"Iowa","US",2020-03-10,8
"Kansas","US",2020-03-10,1
"Kentucky","US",2020-03-10,5
"Louisiana","US",2020-03-10,0
"Maine","US",2020-03-10,0
"Maryland","US",2020-03-10,8
"Massachusetts","US",2020-03-10,41
"Michigan","US",2020-03-10,0
"Minnesota","US",2020-03-10,2
"Mississippi","US",2020-03-10,0
"Missouri","US",2020-03-10,1
"Montana","US",2020-03-10,0
"Nebraska","US",2020-03-10,3
"Nevada","US",2020-03-10,4
"New Hampshire","US",2020-03-10,4
"New Jersey","US",2020-03-10,15
"New Mexico","US",2020-03-10,0
"New York","US",2020-03-10,150
"North Carolina","US",2020-03-10,7
"North Dakota","US",2020-03-10,0
"Ohio","US",2020-03-10,3
"Oklahoma","US",2020-03-10,2
"Oregon","US",2020-03-10,14
"Pennsylvania","US",2020-03-10,12
"Rhode Island","US",2020-03-10,3
"South Carolina","US",2020-03-10,7
"South Dakota","US",2020-03-10,0
"Tennessee","US",2020-03-10,3
"Texas","US",2020-03-10,16
"Utah","US",2020-03-10,2
"Vermont","US",2020-03-10,1
"Virginia","US",2020-03-10,8
"Washington","US",2020-03-10,167
"West Virginia","US",2020-03-10,0
"Wisconsin","US",2020-03-10,3
"Wyoming","US",2020-03-10,0
"Diamond Princess","US",2020-03-10,0
"Grand Princess","US",2020-03-10,0
"American Samoa","US",2020-03-11,0
"Guam","US",2020-03-11,0
"Northern Mariana Islands","US",2020-03-11,0
"Puerto Rico","US",2020-03-11,0
"Virgin Islands","US",2020-03-11,0
"Alabama","US",2020-03-11,0
"Alaska","US",2020-03-11,0
"Arizona","US",2020-03-11,9
"Arkansas","US",2020-03-11,0
"California","US",2020-03-11,178
"Colorado","US",2020-03-11,30
"Connecticut","US",2020-03-11,3
"Delaware","US",2020-03-11,1
"District of Columbia","US",2020-03-11,0
"Florida","US",2020-03-11,24
"Georgia","US",2020-03-11,23
"Hawaii","US",2020-03-11,2
"Idaho","US",2020-03-11,0
"Illinois","US",2020-03-11,25
"Indiana","US",2020-03-11,11
"Iowa","US",2020-03-11,13
"Kansas","US",2020-03-11,1
"Kentucky","US",2020-03-11,8
"Louisiana","US",2020-03-11,5
"Maine","US",2020-03-11,0
"Maryland","US",2020-03-11,9
"Massachusetts","US",2020-03-11,92
"Michigan","US",2020-03-11,2
"Minnesota","US",2020-03-11,5
"Mississippi","US",2020-03-11,0
"Missouri","US",2020-03-11,1
"Montana","US",2020-03-11,0
"Nebraska","US",2020-03-11,5
"Nevada","US",2020-03-11,7
"New Hampshire","US",2020-03-11,5
"New Jersey","US",2020-03-11,23
"New Mexico","US",2020-03-11,3
"New York","US",2020-03-11,220
"North Carolina","US",2020-03-11,7
"North Dakota","US",2020-03-11,0
"Ohio","US",2020-03-11,4
"Oklahoma","US",2020-03-11,2
"Oregon","US",2020-03-11,19
"Pennsylvania","US",2020-03-11,16
"Rhode Island","US",2020-03-11,5
"South Carolina","US",2020-03-11,10
"South Dakota","US",2020-03-11,8
"Tennessee","US",2020-03-11,9
"Texas","US",2020-03-11,21
"Utah","US",2020-03-11,3
"Vermont","US",2020-03-11,1
"Virginia","US",2020-03-11,9
"Washington","US",2020-03-11,282
"West Virginia","US",2020-03-11,0
"Wisconsin","US",2020-03-11,4
"Wyoming","US",2020-03-11,0
"Diamond Princess","US",2020-03-11,0
"Grand Princess","US",2020-03-11,0
"American Samoa","US",2020-03-12,0
"Guam","US",2020-03-12,0
"Northern Mariana Islands","US",2020-03-12,0
"Puerto Rico","US",2020-03-12,0
"Virgin Islands","US",2020-03-12,0
"Alabama","US",2020-03-12,0
"Alaska","US",2020-03-12,0
"Arizona","US",2020-03-12,9
"Arkansas","US",2020-03-12,0
"California","US",2020-03-12,221
"Colorado","US",2020-03-12,45
"Connecticut","US",2020-03-12,5
"Delaware","US",2020-03-12,1
"District of Columbia","US",2020-03-12,0
"Florida","US",2020-03-12,30
"Georgia","US",2020-03-12,31
"Hawaii","US",2020-03-12,2
"Idaho","US",2020-03-12,0
"Illinois","US",2020-03-12,32
"Indiana","US",2020-03-12,13
"Iowa","US",2020-03-12,14
"Kansas","US",2020-03-12,4
"Kentucky","US",2020-03-12,10
"Louisiana","US",2020-03-12,19
"Maine","US",2020-03-12,1
"Maryland","US",2020-03-12,12
"Massachusetts","US",2020-03-12,107
"Michigan","US",2020-03-12,2
"Minnesota","US",2020-03-12,9
"Mississippi","US",2020-03-12,1
"Missouri","US",2020-03-12,2
"Montana","US",2020-03-12,0
"Nebraska","US",2020-03-12,10
"Nevada","US",2020-03-12,10
"New Hampshire","US",2020-03-12,6
"New Jersey","US",2020-03-12,29
"New Mexico","US",2020-03-12,5
"New York","US",2020-03-12,327
"North Carolina","US",2020-03-12,15
"North Dakota","US",2020-03-12,1
"Ohio","US",2020-03-12,5
"Oklahoma","US",2020-03-12,3
"Oregon","US",2020-03-12,24
"Pennsylvania","US",2020-03-12,22
"Rhode Island","US",2020-03-12,3
"South Carolina","US",2020-03-12,7
"South Dakota","US",2020-03-12,7
"Tennessee","US",2020-03-12,18
"Texas","US",2020-03-12,27
"Utah","US",2020-03-12,3
"Vermont","US",2020-03-12,2
"Virginia","US",2020-03-12,12
"Washington","US",2020-03-12,442
"West Virginia","US",2020-03-12,0
"Wisconsin","US",2020-03-12,8
"Wyoming","US",2020-03-12,1
"Diamond Princess","US",2020-03-12,0
"Grand Princess","US",2020-03-12,0
"American Samoa","US",2020-03-13,0
"Guam","US",2020-03-13,0
"Northern Mariana Islands","US",2020-03-13,0
"Puerto Rico","US",2020-03-13,0
"Virgin Islands","US",2020-03-13,0
"Alabama","US",2020-03-13,5
"Alaska","US",2020-03-13,1
"Arizona","US",2020-03-13,9
"Arkansas","US",2020-03-13,9
"California","US",2020-03-13,281
"Colorado","US",2020-03-13,76
"Connecticut","US",2020-03-13,11
"Delaware","US",2020-03-13,4
"District of Columbia","US",2020-03-13,0
"Florida","US",2020-03-13,50
"Georgia","US",2020-03-13,42
"Hawaii","US",2020-03-13,2
"Idaho","US",2020-03-13,1
"Illinois","US",2020-03-13,46
"Indiana","US",2020-03-13,13
"Iowa","US",2020-03-13,17
"Kansas","US",2020-03-13,6
"Kentucky","US",2020-03-13,14
"Louisiana","US",2020-03-13,29
"Maine","US",2020-03-13,3
"Maryland","US",2020-03-13,18
"Massachusetts","US",2020-03-13,123
"Michigan","US",2020-03-13,16
"Minnesota","US",2020-03-13,14
"Mississippi","US",2020-03-13,6
"Missouri","US",2020-03-13,4
"Montana","US",2020-03-13,1
"Nebraska","US",2020-03-13,14
"Nevada","US",2020-03-13,18
"New Hampshire","US",2020-03-13,6
"New Jersey","US",2020-03-13,49
"New Mexico","US",2020-03-13,10
"New York","US",2020-03-13,421
"North Carolina","US",2020-03-13,17
"North Dakota","US",2020-03-13,1
"Ohio","US",2020-03-13,12
"Oklahoma","US",2020-03-13,3
"Oregon","US",2020-03-13,30
"Pennsylvania","US",2020-03-13,41
"Rhode Island","US",2020-03-13,12
"South Carolina","US",2020-03-13,8
"South Dakota","US",2020-03-13,8
"Tennessee","US",2020-03-13,26
"Texas","US",2020-03-13,44
"Utah","US",2020-03-13,9
"Vermont","US",2020-03-13,2
"Virginia","US",2020-03-13,27
"Washington","US",2020-03-13,568
"West Virginia","US",2020-03-13,0
"Wisconsin","US",2020-03-13,19
"Wyoming","US",2020-03-13,1
"Diamond Princess","US",2020-03-13,0
"Grand Princess","US",2020-03-13,0
"American Samoa","US",2020-03-14,0
"Guam","US",2020-03-14,0
"Northern Mariana Islands","US",2020-03-14,0
"Puerto Rico","US",2020-03-14,0
"Virgin Islands","US",2020-03-14,0
"Alabama","US",2020-03-14,7
"Alaska","US",2020-03-14,1
"Arizona","US",2020-03-14,12
"Arkansas","US",2020-03-14,12
"California","US",2020-03-14,372
"Colorado","US",2020-03-14,101
"Connecticut","US",2020-03-14,23
"Delaware","US",2020-03-14,6
"District of Columbia","US",2020-03-14,0
"Florida","US",2020-03-14,76
"Georgia","US",2020-03-14,73
"Hawaii","US",2020-03-14,4
"Idaho","US",2020-03-14,2
"Illinois","US",2020-03-14,64
"Indiana","US",2020-03-14,16
"Iowa","US",2020-03-14,17
"Kansas","US",2020-03-14,8
"Kentucky","US",2020-03-14,16
"Louisiana","US",2020-03-14,77
"Maine","US",2020-03-14,3
"Maryland","US",2020-03-14,27
"Massachusetts","US",2020-03-14,138
"Michigan","US",2020-03-14,25
"Minnesota","US",2020-03-14,21
"Mississippi","US",2020-03-14,6
"Missouri","US",2020-03-14,4
"Montana","US",2020-03-14,5
"Nebraska","US",2020-03-14,18
"Nevada","US",2020-03-14,20
"New Hampshire","US",2020-03-14,7
"New Jersey","US",2020-03-14,69
"New Mexico","US",2020-03-14,13
"New York","US",2020-03-14,613
"North Carolina","US",2020-03-14,25
"North Dakota","US",2020-03-14,1
"Ohio","US",2020-03-14,26
"Oklahoma","US",2020-03-14,4
"Oregon","US",2020-03-14,36
"Pennsylvania","US",2020-03-14,47
"Rhode Island","US",2020-03-14,20
"South Carolina","US",2020-03-14,19
"South Dakota","US",2020-03-14,8
"Tennessee","US",2020-03-14,32
"Texas","US",2020-03-14,60
"Utah","US",2020-03-14,10
"Vermont","US",2020-03-14,5
"Virginia","US",2020-03-14,37
"Washington","US",2020-03-14,642
"West Virginia","US",2020-03-14,0
"Wisconsin","US",2020-03-14,27
"Wyoming","US",2020-03-14,2
"Diamond Princess","US",2020-03-14,0
"Grand Princess","US",2020-03-14,0
"American Samoa","US",2020-03-15,0
"Guam","US",2020-03-15,0
"Northern Mariana Islands","US",2020-03-15,0
"Puerto Rico","US",2020-03-15,0
"Virgin Islands","US",2020-03-15,0
"Alabama","US",2020-03-15,11
"Alaska","US",2020-03-15,1
"Arizona","US",2020-03-15,12
"Arkansas","US",2020-03-15,3
"California","US",2020-03-15,373
"Colorado","US",2020-03-15,99
"Connecticut","US",2020-03-15,24
"Delaware","US",2020-03-15,6
"District of Columbia","US",2020-03-15,0
"Florida","US",2020-03-15,100
"Georgia","US",2020-03-15,99
"Hawaii","US",2020-03-15,6
"Idaho","US",2020-03-15,4
"Illinois","US",2020-03-15,66
"Indiana","US",2020-03-15,20
"Iowa","US",2020-03-15,18
"Kansas","US",2020-03-15,8
"Kentucky","US",2020-03-15,18
"Louisiana","US",2020-03-15,87
"Maine","US",2020-03-15,2
"Maryland","US",2020-03-15,24
"Massachusetts","US",2020-03-15,138
"Michigan","US",2020-03-15,32
"Minnesota","US",2020-03-15,21
"Mississippi","US",2020-03-15,6
"Missouri","US",2020-03-15,5
"Montana","US",2020-03-15,6
"Nebraska","US",2020-03-15,17
"Nevada","US",2020-03-15,20
"New Hampshire","US",2020-03-15,7
"New Jersey","US",2020-03-15,72
"New Mexico","US",2020-03-15,13
"New York","US",2020-03-15,615
"North Carolina","US",2020-03-15,32
"North Dakota","US",2020-03-15,1
"Ohio","US",2020-03-15,30
"Oklahoma","US",2020-03-15,4
"Oregon","US",2020-03-15,36
"Pennsylvania","US",2020-03-15,47
"Rhode Island","US",2020-03-15,20
"South Carolina","US",2020-03-15,19
"South Dakota","US",2020-03-15,8
"Tennessee","US",2020-03-15,32
"Texas","US",2020-03-15,63
"Utah","US",2020-03-15,18
"Vermont","US",2020-03-15,5
"Virginia","US",2020-03-15,37
"Washington","US",2020-03-15,603
"West Virginia","US",2020-03-15,0
"Wisconsin","US",2020-03-15,28
"Wyoming","US",2020-03-15,2
"Diamond Princess","US",2020-03-15,0
"Grand Princess","US",2020-03-15,0
"American Samoa","US",2020-03-16,0
"Guam","US",2020-03-16,3
"Northern Mariana Islands","US",2020-03-16,0
"Puerto Rico","US",2020-03-16,5
"Virgin Islands","US",2020-03-16,1
"Alabama","US",2020-03-16,29
"Alaska","US",2020-03-16,1
"Arizona","US",2020-03-16,18
"Arkansas","US",2020-03-16,3
"California","US",2020-03-16,557
"Colorado","US",2020-03-16,132
"Connecticut","US",2020-03-16,41
"Delaware","US",2020-03-16,8
"District of Columbia","US",2020-03-16,22
"Florida","US",2020-03-16,101
"Georgia","US",2020-03-16,121
"Hawaii","US",2020-03-16,8
"Idaho","US",2020-03-16,4
"Illinois","US",2020-03-16,83
"Indiana","US",2020-03-16,25
"Iowa","US",2020-03-16,23
"Kansas","US",2020-03-16,11
"Kentucky","US",2020-03-16,21
"Louisiana","US",2020-03-16,115
"Maine","US",2020-03-16,17
"Maryland","US",2020-03-16,42
"Massachusetts","US",2020-03-16,187
"Michigan","US",2020-03-16,54
"Minnesota","US",2020-03-16,53
"Mississippi","US",2020-03-16,12
"Missouri","US",2020-03-16,6
"Montana","US",2020-03-16,6
